"Section ID","Section","HS2 ID","HS2","HS4 ID","HS4","HS6 ID","HS6","Year","Trade Value","Trade Value Growth","Trade Value Growth Value","Trade Value Previous 1","Trade Value Previous 3","Trade Value Previous 5","Trade Value Growth 1","Trade Value Growth Value 1","Trade Value Growth 3","Trade Value Growth Value 3","Trade Value Growth 5","Trade Value Growth Value 5"
11,"Textiles",1151,"Wool & animal hair",115107,"Non-Retail Combed Wool Yarn",11510710,"Yarn of combed wool, >85% wool, not retail",2022,8070,0.011024805813079314,87.99999999999909,0,0,7982.000000000001,100,8070,100,8070,1.1024805813079315,87.99999999999909
11,"Textiles",1151,"Wool & animal hair",115109,"Retail Wool or Animal Hair Yarn",11510910,"Yarn of wool or fine hair, >85% such fibres, retail",2022,8062.999999999999,2.7801218940459442,5929.999999999999,2133,7422.999999999999,39,278.01218940459444,5929.999999999999,8.621851003637344,640,20574.358974358973,8023.999999999999
11,"Textiles",1151,"Wool & animal hair",115109,"Retail Wool or Animal Hair Yarn",11510990,"Yarn of wool or fine hair, <85% such fibres, retail",2022,8174,26.066225165562916,7872,302,143,11.000000000000002,2606.6225165562914,7872,5616.083916083916,8031,74209.0909090909,8163
11,"Textiles",1151,"Wool & animal hair",115111,"Carded Wool or Animal Hair Fabric",11511119,"Woven fabric, >85% carded wool or fine hair, >300 g/m",2022,73355,0.7567955933421148,31600,41755,38881,0,75.67955933421148,31600,88.6654149841825,34474,100,73355
11,"Textiles",1151,"Wool & animal hair",115111,"Carded Wool or Animal Hair Fabric",11511190,"Woven fabric, carded wool or hair with natural fibre",2022,25466.999999999996,15.798812664907649,23950.999999999996,1516,84832,5735,1579.8812664907648,23950.999999999996,-69.97948887212372,-59365,344.06277244986916,19731.999999999996
11,"Textiles",1151,"Wool & animal hair",115112,"Combed Wool or Animal Hair Fabric",11511211,"Woven fabric, >85% combed wool or fine hair, <300 g/m",2022,49341,84.21761658031087,48762,0,579,0,100,49341,8421.761658031088,48762,100,49341
11,"Textiles",1151,"Wool & animal hair",115112,"Combed Wool or Animal Hair Fabric",11511219,"Woven fabric, >85% combed wool or fine hair, >300 g/m",2022,13355,3.336038961038961,10275,0,3080,18.000000000000004,100,13355,333.6038961038961,10275,74094.44444444444,13337
11,"Textiles",1151,"Wool & animal hair",115112,"Combed Wool or Animal Hair Fabric",11511230,"Woven fabric, combed wool or hair + manmade staple fi",2022,155,-0.23645320197044334,-48,203,7272,30805.999999999996,-23.645320197044335,-48,-97.86853685368537,-7117,-99.49685126274103,-30650.999999999996
11,"Textiles",1151,"Wool & animal hair",115113,"Horsehair Fabric",11511300,"Woven fabric of coarse animal hair or horse hair",2022,2200,20.782178217821784,2099,101,138,0,2078.2178217821784,2099,1494.2028985507245,2062,100,2200
11,"Textiles",1152,"Cotton",115201,"Raw Cotton",11520100,"Cotton, not carded or combed",2022,1014345.0000000001,0.6064301868146489,382917.0000000001,631428,26972,20820,60.64301868146489,382917.0000000001,3660.7333531069257,987373.0000000001,4771.974063400577,993525.0000000001
11,"Textiles",1152,"Cotton",115202,"Cotton Waste",11520210,"Cotton yarn waste",2022,248798,-0.6867182846932698,-545369,794167,433132,30898,-68.67182846932698,-545369,-42.558388666734395,-184334,705.22363907049,217900
11,"Textiles",1152,"Cotton",115202,"Cotton Waste",11520299,"Cotton waste, except garnetted stock",2022,698454,0.14288192114986217,87319.99999999988,611134.0000000001,242868.99999999997,9081,14.288192114986217,87319.99999999988,187.58466498400375,455585,7591.377601585728,689373
11,"Textiles",1152,"Cotton",115203,"Prepared Cotton",11520300,"Cotton, carded or combed",2022,247821,-0.034352022506497396,-8815.99999999997,256636.99999999997,110947,236857,-3.4352022506497395,-8815.99999999997,123.36881574084924,136874,4.628953334712506,10964
11,"Textiles",1152,"Cotton",115204,"Cotton Sewing Thread",11520411,"Cotton sewing thread >85% cotton, not retail",2022,1782.9999999999998,-0.8646679316888045,-11392,13175,10329,516435,-86.46679316888046,-11392,-82.73792235453577,-8546,-99.65474841945259,-514652
11,"Textiles",1152,"Cotton",115204,"Cotton Sewing Thread",11520419,"Cotton sewing thread, <85% cotton, not retail",2022,64500,2.2572467427532574,44698,19802,460,741.9999999999999,225.72467427532575,44698,13921.739130434782,64040,8592.722371967657,63758
11,"Textiles",1152,"Cotton",115204,"Cotton Sewing Thread",11520420,"Cotton sewing thread, retail",2022,241.00000000000003,-0.9961380061856,-62162.00000000001,62403.00000000001,3911,5052,-99.61380061856,-62162.00000000001,-93.83789312196369,-3670,-95.22961203483769,-4811
11,"Textiles",1152,"Cotton",115205,"Non-Retail Pure Cotton Yarn",11520511,"Cotton yarn >85% single uncombed >714 dtex,not retail",2022,3,-0.9999870964411984,-232491.00000000003,232494.00000000003,0,0,-99.99870964411984,-232491.00000000003,100,3,100,3
11,"Textiles",1152,"Cotton",115205,"Non-Retail Pure Cotton Yarn",11520512,"Cotton yarn >85% single uncombed 714-232 dtex,not ret",2022,1418.0000000000002,,,0,0,0,100,1418.0000000000002,100,1418.0000000000002,100,1418.0000000000002
11,"Textiles",1152,"Cotton",115205,"Non-Retail Pure Cotton Yarn",11520521,"Cotton yarn >85% single combed >714dtex, not retail",2022,46475,13.800955414012739,43335,0,3140,1210,100,46475,1380.095541401274,43335,3740.9090909090905,45265
11,"Textiles",1152,"Cotton",115205,"Non-Retail Pure Cotton Yarn",11520522,"Cotton yarn >85% single combed 714-232 dtex,not retai",2022,2112,139.8,2097,15,32286,1156,13980.000000000002,2097,-93.45846496933655,-30174,82.69896193771626,956
11,"Textiles",1152,"Cotton",115205,"Non-Retail Pure Cotton Yarn",11520523,"Cotton yarn >85% single combed 232-192 dtex,not retai",2022,897.0000000000001,-0.9927485266655349,-122802,123699,35,0,-99.2748526665535,-122802,2462.857142857143,862.0000000000001,100,897.0000000000001
11,"Textiles",1152,"Cotton",115205,"Non-Retail Pure Cotton Yarn",11520525,"Cotton yarn >85% single combed <125 dtex, not retail",2022,2603,,,0,0,0,100,2603,100,2603,100,2603
11,"Textiles",1152,"Cotton",115205,"Non-Retail Pure Cotton Yarn",11520542,"Cotton yarn >85% multiple combed 714-232 dtex,not ret",2022,6.999999999999999,,,0,0,0,100,6.999999999999999,100,6.999999999999999,100,6.999999999999999
11,"Textiles",1152,"Cotton",115205,"Non-Retail Pure Cotton Yarn",11520545,"Cotton yarn >85% multiple combed <125 dtex,not retail",2022,354,-0.8356545961002786,-1800,2154,119523,123.00000000000001,-83.56545961002786,-1800,-99.70382269521347,-119169,187.80487804878047,231
11,"Textiles",1152,"Cotton",115206,"Non-Retail Mixed Cotton Yarn",11520611,"Cotton yarn <85% single uncombed >714dtex, not retail",2022,933127,-0.523914310116643,-1026871,1959998,6322,42307,-52.3914310116643,-1026871,14659.996836444163,926805,2105.60900087456,890820
11,"Textiles",1152,"Cotton",115206,"Non-Retail Mixed Cotton Yarn",11520612,"Cotton yarn <85% single uncombed 714-232 dtex, not retail",2022,375842,,,0,0,0,100,375842,100,375842,100,375842
11,"Textiles",1152,"Cotton",115206,"Non-Retail Mixed Cotton Yarn",11520622,"Cotton yarn <85% single combed 714-232 dtex,not retail",2022,185714.00000000003,3.82913383779286,147257.00000000003,38457,476.00000000000006,0,382.913383779286,147257.00000000003,38915.5462184874,185238.00000000003,100,185714.00000000003
11,"Textiles",1152,"Cotton",115206,"Non-Retail Mixed Cotton Yarn",11520624,"Cotton yarn <85% single combed 192-125 dtex,not retail",2022,38434,0.12660120181738238,4319,34115,0,0,12.660120181738238,4319,100,38434,100,38434
11,"Textiles",1152,"Cotton",115206,"Non-Retail Mixed Cotton Yarn",11520631,"Cotton yarn <85% multiple uncombed >714 dtex, not retail",2022,247749.00000000003,-0.7748665550763594,-852705,1100454,0,30,-77.48665550763593,-852705,100,247749.00000000003,825730.0000000001,247719.00000000003
11,"Textiles",1152,"Cotton",115206,"Non-Retail Mixed Cotton Yarn",11520632,"Cotton yarn <85% multiple uncombed 714-232 dtex, not retail",2022,695506.0000000001,,,0,0,0,100,695506.0000000001,100,695506.0000000001,100,695506.0000000001
11,"Textiles",1152,"Cotton",115207,"Retail Cotton Yarn",11520790,"Cotton yarn (except sewing thread) <85% cotton, retai",2022,247489,3092.6125,247409,80,1036,25,309261.25,247409,23788.89961389961,246453,989856,247464
11,"Textiles",1152,"Cotton",115208,"Light Pure Woven Cotton",11520811,"Plain weave cotton, >85% <100 g/m2, unbleached",2022,313603,288.56879039704523,312520,1083,267997,9454,28856.879039704523,312520,17.017354671880653,45606,3217.146181510472,304149
11,"Textiles",1152,"Cotton",115208,"Light Pure Woven Cotton",11520812,"Plain weave cotton, >85% 100-200g/m2, unbleached",2022,1553169.9999999998,92.06549224039786,1536480.9999999998,16689,109925,45831,9206.549224039785,1536480.9999999998,1312.9360927905389,1443244.9999999998,3288.9070716327374,1507338.9999999998
11,"Textiles",1152,"Cotton",115208,"Light Pure Woven Cotton",11520813,"Twill weave cotton, >85% <200g/m2, unbleached",2022,19420,3.9239350912778903,15476,3944,1458.0000000000002,4463,392.393509127789,15476,1231.9615912208503,17962,335.133318395698,14957
11,"Textiles",1152,"Cotton",115208,"Light Pure Woven Cotton",11520819,"Woven cotton nes, >85% <200g/m2, unbleached",2022,23311,0.12115236629472874,2519,20792,20422,79330,12.115236629472873,2519,14.146508667123689,2889,-70.61515189713855,-56019
11,"Textiles",1152,"Cotton",115208,"Light Pure Woven Cotton",11520822,"Plain weave cotton, >85% 100-200g/m2, bleached",2022,9000,-0.2901648394983832,-3679,12679,21758,0,-29.016483949838317,-3679,-58.63590403529736,-12758,100,9000
11,"Textiles",1152,"Cotton",115208,"Light Pure Woven Cotton",11520829,"Woven cotton nes, >85% <200g/m2, bleached",2022,154,-0.9994670173738492,-288786,288940,1051,26164,-99.94670173738493,-288786,-85.34728829686014,-897,-99.4114049839474,-26010
11,"Textiles",1152,"Cotton",115208,"Light Pure Woven Cotton",11520831,"Plain weave cotton, >85% <100 g/m2, dyed",2022,1832,-0.8932960568466422,-15337,17169,828,4841,-89.32960568466422,-15337,121.256038647343,1004,-62.15657921916959,-3009
11,"Textiles",1152,"Cotton",115208,"Light Pure Woven Cotton",11520832,"Plain weave cotton, >85% 100-200g/m2, dyed",2022,20379,0.7696248697464397,8863,0,11516,58471,100,20379,76.96248697464398,8863,-65.14682492175609,-38092
11,"Textiles",1152,"Cotton",115208,"Light Pure Woven Cotton",11520839,"Woven cotton nes, >85% <200g/m2, dyed",2022,2000,-0.5295224653022819,-2251,4251,15848,12707,-52.95224653022819,-2251,-87.38011105502271,-13848,-84.26064373967105,-10707
11,"Textiles",1152,"Cotton",115208,"Light Pure Woven Cotton",11520841,"Plain weave cotton, >85% <100 g/m2, yarn dyed",2022,33,-0.920863309352518,-384.00000000000006,417.00000000000006,0,0,-92.08633093525181,-384.00000000000006,100,33,100,33
11,"Textiles",1152,"Cotton",115208,"Light Pure Woven Cotton",11520842,"Plain weave cotton, >85% 100-200g/m2, yarn dyed",2022,7992.999999999999,28.936329588014978,7725.999999999999,267,16299,238,2893.632958801498,7725.999999999999,-50.96018160623351,-8306,3258.4033613445376,7754.999999999999
11,"Textiles",1152,"Cotton",115208,"Light Pure Woven Cotton",11520849,"Woven cotton nes, >85% <200g/m2, yarn dyed",2022,12722,10.533998186763373,11619,1103,21395,4651,1053.3998186763374,11619,-40.537508763729846,-8673,173.5325736400774,8071
11,"Textiles",1152,"Cotton",115208,"Light Pure Woven Cotton",11520852,"Plain weave cotton, >85% 100-200g/m2, printed",2022,8302,78.06666666666666,8197,105,54.00000000000001,801.0000000000001,7806.666666666666,8197,15274.074074074073,8248,936.4544319600498,7501
11,"Textiles",1152,"Cotton",115208,"Light Pure Woven Cotton",11520859,"Woven cotton nes, >85% <200g/m2, printed",2022,6065,-0.4440879926672777,-4845,10910,7232,33723,-44.40879926672777,-4845,-16.136615044247787,-1167,-82.0152418230881,-27658
11,"Textiles",1152,"Cotton",115209,"Heavy Pure Woven Cotton",11520911,"Plain weave cotton, >85% >200g/m2, unbleached",2022,346.00000000000006,-0.19907407407407385,-85.99999999999989,0,431.99999999999994,990,100,346.00000000000006,-19.907407407407383,-85.99999999999989,-65.05050505050505,-644
11,"Textiles",1152,"Cotton",115209,"Heavy Pure Woven Cotton",11520919,"Woven cotton nes, >85% >200g/m2, unbleached, nes",2022,8844,91.125,8748,96,4586,2176,9112.5,8748,92.84779764500655,4258,306.43382352941177,6668
11,"Textiles",1152,"Cotton",115209,"Heavy Pure Woven Cotton",11520921,"Plain weave cotton, >85% >200g/m2, bleached",2022,4550,,,0,0,0,100,4550,100,4550,100,4550
11,"Textiles",1152,"Cotton",115209,"Heavy Pure Woven Cotton",11520931,"Plain weave cotton, >85% >200g/m2, dyed",2022,1418.9999999999998,73.68421052631578,1399.9999999999998,19,3484,1954,7368.421052631578,1399.9999999999998,-59.27095292766934,-2065,-27.37973387922212,-535.0000000000002
11,"Textiles",1152,"Cotton",115209,"Heavy Pure Woven Cotton",11520932,"Twill weave cotton, >85% >200g/m2, dyed",2022,17105,1.569475739822743,10448,6657,4176,3277,156.9475739822743,10448,309.60249042145597,12929,421.9713152273421,13828
11,"Textiles",1152,"Cotton",115209,"Heavy Pure Woven Cotton",11520939,"Woven cotton nes, >85% >200g/m2, dyed, nes",2022,2402,-0.6876056704382885,-5287,7689,13617,78827,-68.76056704382884,-5287,-82.36028493794521,-11215,-96.95282073401246,-76425
11,"Textiles",1152,"Cotton",115209,"Heavy Pure Woven Cotton",11520942,"Denim cotton >85% >200g/m2",2022,154,-0.9934919494569581,-23509,23663,80,481514.00000000006,-99.34919494569581,-23509,92.5,74,-99.96801754466121,-481360.00000000006
11,"Textiles",1152,"Cotton",115209,"Heavy Pure Woven Cotton",11520949,"Woven cotton nes, >85% >200g/m2, yarn dyed, nes",2022,950,-0.9123616236162362,-9890,0,10840,128,100,950,-91.23616236162361,-9890,642.1875,822
11,"Textiles",1152,"Cotton",115209,"Heavy Pure Woven Cotton",11520951,"Plain weave cotton, >85% >200g/m2, printed",2022,74154,0.09407182271533536,6376,67778,47368,40021,9.407182271533536,6376,56.54872487755447,26786,85.28772394492891,34133
11,"Textiles",1152,"Cotton",115209,"Heavy Pure Woven Cotton",11520959,"Woven cotton nes, >85% >200g/m2, printed, nes",2022,4795.999999999999,-0.9106057781919851,-48854,53650,147169,41274,-91.06057781919851,-48854,-96.74116152178787,-142373,-88.38009400591172,-36478
11,"Textiles",1152,"Cotton",115210,"Light Mixed Woven Cotton",11521019,"Woven cotton nes <85% +manmade fibre <200g, unbleache",2022,14219,-0.9850182964541861,-934872.0000000001,949091.0000000001,301084.00000000006,312447,-98.50182964541861,-934872.0000000001,-95.2773976697533,-286865.00000000006,-95.44914817553057,-298228
11,"Textiles",1152,"Cotton",115210,"Light Mixed Woven Cotton",11521029,"Woven cotton nes, <85% +manmade fibre, <200g bleached",2022,156247,-0.5594158517465797,-198389.00000000006,354636.00000000006,544134,726460,-55.94158517465797,-198389.00000000006,-71.28519813134264,-387887,-78.4920023125843,-570213
11,"Textiles",1152,"Cotton",115210,"Light Mixed Woven Cotton",11521031,"Plain weave cotton, <85% +manmade fibre, <200g/m2 dye",2022,890,-0.9696142027995903,-28400.000000000004,0,29290.000000000004,14627,100,890,-96.96142027995903,-28400.000000000004,-93.91536200177754,-13737
11,"Textiles",1152,"Cotton",115210,"Light Mixed Woven Cotton",11521041,"Plain weave cotton,<85% +manmade fibre,<200g yarn dye",2022,25800,,,0,0,0,100,25800,100,25800,100,25800
11,"Textiles",1152,"Cotton",115210,"Light Mixed Woven Cotton",11521059,"Woven cotton nes, <85% +manmade fibre, <200g/m2 print",2022,58071.99999999999,3.5058969584109243,45183.99999999999,0,12888,22380,100,58071.99999999999,350.5896958410924,45183.99999999999,159.48168007149238,35691.99999999999
11,"Textiles",1152,"Cotton",115211,"Heavy Mixed Woven Cotton",11521129,"Woven cotton nes, <85% +manmade fibre, >200g, bleache",2022,1504,-0.9303703703703704,-20096,21600,0,0,-93.03703703703704,-20096,100,1504,100,1504
11,"Textiles",1152,"Cotton",115211,"Heavy Mixed Woven Cotton",11521131,"Plain weave cotton, <85% +manmade fibre, >200g, dyed",2022,3,-0.9864864864864865,-219,0,222,899,100,3,-98.64864864864865,-219,-99.6662958843159,-896
11,"Textiles",1152,"Cotton",115211,"Heavy Mixed Woven Cotton",11521139,"Woven cotton nes, <85% +manmade fibre, >200g/m2, dyed",2022,4065,0.8485675306957708,1866,2199,0,67681,84.85675306957708,1866,100,4065,-93.99388306910359,-63616
11,"Textiles",1152,"Cotton",115211,"Heavy Mixed Woven Cotton",11521159,"Woven cotton nes, <85% +manmade fibre, >200g, printed",2022,22.000000000000004,3.400000000000001,17.000000000000004,5,539,4,340.00000000000006,17.000000000000004,-95.91836734693877,-517,450.0000000000001,18.000000000000004
11,"Textiles",1152,"Cotton",115212,"Other Cotton Fabrics",11521213,"Woven cotton fabric, > 200g/m2, dyed, nes",2022,2329,-0.6560838747784997,-4443.000000000001,6772.000000000001,129142,0,-65.60838747784997,-4443.000000000001,-98.19655882671788,-126813,100,2329
11,"Textiles",1152,"Cotton",115212,"Other Cotton Fabrics",11521223,"Woven cotton fabric, > 200g/m2, dyed, nes",2022,7955,48.10493827160494,7793,162,0,237,4810.493827160493,7793,100,7955,3256.5400843881853,7718
11,"Textiles",1152,"Cotton",115212,"Other Cotton Fabrics",11521225,"Woven cotton fabric, > 200g/m2, printed, nes",2022,15829,0.3942570245750022,4476,11353,108931,1277,39.42570245750022,4476,-85.46878299106774,-93102,1139.5458104933437,14552
11,"Textiles",1153,"Vegetable textile fibers, paper yarn & fabrics",115301,"Flax Fibers",11530129,"Flax fibre, otherwise processed but not spun",2022,1317,2.062790697674419,887,0,0,430,100,1317,100,1317,206.27906976744188,887
11,"Textiles",1153,"Vegetable textile fibers, paper yarn & fabrics",115302,"Hemp Fibers",11530290,"True hemp fibre otherwise processed but not spun",2022,539,0.07370517928286853,37,0,502,145269,100,539,7.370517928286853,37,-99.62896419745437,-144730
11,"Textiles",1153,"Vegetable textile fibers, paper yarn & fabrics",115303,"Jute and Other Textile Fibers",11530390,"Jute and other bast fibres, not spun, nes, tow, waste",2022,93915,-0.025353369725399033,-2443,96358,129497,131117,-2.5353369725399033,-2443,-27.47708441122188,-35582,-28.37313239320607,-37202
11,"Textiles",1153,"Vegetable textile fibers, paper yarn & fabrics",115305,"Coconut and Other Vegetable Fibers",11530599,"Vegetable fibre nes, processed not spun, tow & waste",2022,34333269,-0.1653729152809704,-6802790,41136059,36184943,44703048,-16.53729152809704,-6802790,-5.117250011973212,-1851674,-23.197028981111085,-10369779
11,"Textiles",1153,"Vegetable textile fibers, paper yarn & fabrics",115306,"Flax Yarn",11530620,"Flax yarn multiple (folded) or cabled",2022,4,-0.9987405541561712,-3172,0,0,3176,100,4,100,4,-99.87405541561712,-3172
11,"Textiles",1153,"Vegetable textile fibers, paper yarn & fabrics",115307,"Jute Yarn",11530710,"Yarn of jute or textile bast fibres nes, single",2022,119,-0.11851851851851852,-16,0,135,0,100,119,-11.851851851851853,-16,100,119
11,"Textiles",1153,"Vegetable textile fibers, paper yarn & fabrics",115307,"Jute Yarn",11530720,"Yarn of jute, textile bast fibre nes, multiple, cable",2022,5,-0.998792270531401,-4135,0,4140,0,100,5,-99.8792270531401,-4135,100,5
11,"Textiles",1153,"Vegetable textile fibers, paper yarn & fabrics",115308,"Other Vegetable Fibers Yarn",11530810,"Coir yarn",2022,2724,1.19147224456959,1481.0000000000002,1242.9999999999998,0,0,119.147224456959,1481.0000000000002,100,2724,100,2724
11,"Textiles",1153,"Vegetable textile fibers, paper yarn & fabrics",115308,"Other Vegetable Fibers Yarn",11530820,"True hemp yarn",2022,6620,-0.05103211009174312,-356,6976,22160,82992,-5.103211009174312,-356,-70.12635379061372,-15540,-92.02332754964334,-76372
11,"Textiles",1153,"Vegetable textile fibers, paper yarn & fabrics",115308,"Other Vegetable Fibers Yarn",11530890,"Yarn of other vegetable textile fibres",2022,115599,0.013972948792168833,1593,114006,271620,98413,1.3972948792168833,1593,-57.44091009498564,-156021,17.463140032312804,17186
11,"Textiles",1153,"Vegetable textile fibers, paper yarn & fabrics",115309,"Flax Woven Fabric",11530911,"Woven fabric, >85% flax, unbleached or bleached",2022,46746,1.6431075426891326,29060,17686,92514,5137,164.31075426891326,29060,-49.47143135093067,-45768,809.986373369671,41609
11,"Textiles",1153,"Vegetable textile fibers, paper yarn & fabrics",115309,"Flax Woven Fabric",11530919,"Woven fabric, >85% flax, except unbleached or bleache",2022,31633,0.45212082262210795,9849,21784,21783,20934,45.21208226221079,9849,45.21874856539503,9850,51.10824496035158,10699
11,"Textiles",1153,"Vegetable textile fibers, paper yarn & fabrics",115309,"Flax Woven Fabric",11530929,"Woven fabric of flax, <85% flax, except unbl/bleached",2022,2396,-0.6738804954403158,-4951,7347,19093,16859,-67.38804954403157,-4951,-87.45089823495522,-16697,-85.7880064060739,-14463
11,"Textiles",1153,"Vegetable textile fibers, paper yarn & fabrics",115310,"Jute Woven Fabric",11531090,"Woven fabric of jute/bast fibre, not unbleach/bleache",2022,25448,1.2770221904080172,14272,11176,87936,248203,127.70221904080172,14272,-71.0607714701601,-62488,-89.74710217040084,-222755
11,"Textiles",1153,"Vegetable textile fibers, paper yarn & fabrics",115311,"Other Vegetable Fibers Fabric",11531100,"Woven fabric of other vegetable textile fibre, paper",2022,1161657,0.18508131731810976,181423,980234,1265504,1590276,18.508131731810977,181423,-8.205979593900928,-103847,-26.952491265667096,-428619
11,"Textiles",1154,"Man-made filaments",115401,"Artificial Filament Sewing Thread",11540110,"Sewing thread of synthetic filaments",2022,15981,-0.9012457825071373,-145845,161826,124810,115711,-90.12457825071372,-145845,-87.19573752103197,-108829,-86.18886709128778,-99730
11,"Textiles",1154,"Man-made filaments",115401,"Artificial Filament Sewing Thread",11540120,"Sewing thread of artificial filaments",2022,15052,4.6290201944652205,12378,2674,17741,30096.000000000004,462.90201944652205,12378,-15.156981004452962,-2689,-49.98670919723552,-15044.000000000004
11,"Textiles",1154,"Man-made filaments",115402,"Non-Retail Synthetic Filament Yarn",11540210,"Hi-ten yarn of nylon, polyamide, not sewing or retail",2022,32224,0.5393140345848861,11290.000000000004,20933.999999999996,103084,8744,53.93140345848862,11290.000000000004,-68.74005665282682,-70860,268.52698993595607,23480
11,"Textiles",1154,"Man-made filaments",115402,"Non-Retail Synthetic Filament Yarn",11540220,"Hi-ten yarn, polyester filament, not sewing or retail",2022,2403,-0.9816043910617092,-128225.99999999999,130628.99999999999,12391,46522,-98.16043910617091,-128225.99999999999,-80.60689209910419,-9988,-94.83470186148489,-44119
11,"Textiles",1154,"Man-made filaments",115402,"Non-Retail Synthetic Filament Yarn",11540232,"Textured yarn nes, nylon, polyamide >50 dtex not retai",2022,9074,5.135226504394861,7595,1479,694.0000000000001,2191.9999999999995,513.5226504394861,7595,1207.4927953890488,8380,313.9598540145986,6882
11,"Textiles",1154,"Man-made filaments",115402,"Non-Retail Synthetic Filament Yarn",11540233,"Textured yarn nes, of polyester filaments, not retail",2022,106812,-0.7395127875584994,-303235,410047,133331,49131.00000000001,-73.95127875584994,-303235,-19.889598067966187,-26519,117.40245466202599,57680.99999999999
11,"Textiles",1154,"Man-made filaments",115402,"Non-Retail Synthetic Filament Yarn",11540239,"Textured yarn, synthetic filament, nes, not retail",2022,16170,-0.6108396909821665,-25381,41551,39596,13359,-61.08396909821665,-25381,-59.16254167087585,-23426,21.041994161239614,2811
11,"Textiles",1154,"Man-made filaments",115402,"Non-Retail Synthetic Filament Yarn",11540241,"Yarn,nylon/polyamide, single untwisted nes, not retai",2022,116401,-0.43419127475999514,-89324,205725,1047,1292,-43.41912747599952,-89324,11017.574021012417,115354,8909.3653250774,115109
11,"Textiles",1154,"Man-made filaments",115402,"Non-Retail Synthetic Filament Yarn",11540243,"Yarn, polyester, single, untwisted nes, not retail",2022,594265,-0.6264631526279861,-996648.9999999998,1590913.9999999998,3109398,9932533,-62.646315262798616,-996648.9999999998,-80.88810116942251,-2515133,-94.0169843885744,-9338268
11,"Textiles",1154,"Man-made filaments",115402,"Non-Retail Synthetic Filament Yarn",11540249,"Yarn, synth filament, single untwisted nes, not retai",2022,4251,24.60843373493976,4085,166,10606,4471,2460.843373493976,4085,-59.91891382236469,-6355,-4.920599418474614,-220
11,"Textiles",1154,"Man-made filaments",115402,"Non-Retail Synthetic Filament Yarn",11540251,"Yarn, nylon, polyamide, single >50 turn/m, not retail",2022,37141,-0.9189098316452738,-420879.99999999994,458020.99999999994,112633,0,-91.89098316452738,-420879.99999999994,-67.02476183711701,-75492,100,37141
11,"Textiles",1154,"Man-made filaments",115402,"Non-Retail Synthetic Filament Yarn",11540252,"Yarn, polyester, single, >50 turn/m, not retail",2022,6656,2.493963254593176,4751,0,0,1905,100,6656,100,6656,249.39632545931758,4751
11,"Textiles",1154,"Man-made filaments",115402,"Non-Retail Synthetic Filament Yarn",11540259,"Yarn synth filament, single, >50 turn/m nes not retai",2022,86,-0.9997771252789174,-385781,0,385867,492010,100,86,-99.97771252789174,-385781,-99.98252068047397,-491924
11,"Textiles",1154,"Man-made filaments",115402,"Non-Retail Synthetic Filament Yarn",11540261,"Yarn nylon/polyamide filament multiple nes, not retai",2022,410707,18.198195671481326,389314,0,21392.999999999996,171304,100,410707,1819.819567148133,389314,139.75330406762248,239403
11,"Textiles",1154,"Man-made filaments",115402,"Non-Retail Synthetic Filament Yarn",11540262,"Yarn of polyester filament, multiple, nes, not retail",2022,70305,55.199040767386094,69054,1251,3486.9999999999995,105195,5519.90407673861,69054,1916.203039862346,66818,-33.16697561671182,-34890
11,"Textiles",1154,"Man-made filaments",115402,"Non-Retail Synthetic Filament Yarn",11540269,"Yarn synthetic filament, multiple, nes, not retail",2022,186,-0.9892454466608847,-17109,17295,551,435210,-98.92454466608847,-17109,-66.2431941923775,-365,-99.95726201144275,-435024
11,"Textiles",1154,"Man-made filaments",115403,"Non-Retail Artificial Filament Yarn",11540339,"Yarn of artificial filament, single, nes, not retail",2022,127,-0.9792041919109219,-5980,6107,0,0,-97.9204191910922,-5980,100,127,100,127
11,"Textiles",1154,"Man-made filaments",115403,"Non-Retail Artificial Filament Yarn",11540341,"Yarn of viscose rayon, multiple, nes, not retail",2022,73987,-0.4631776758764801,-63837,137824,1736.9999999999998,0,-46.317767587648014,-63837,4159.470351180196,72250,100,73987
11,"Textiles",1154,"Man-made filaments",115403,"Non-Retail Artificial Filament Yarn",11540349,"Yarn of artificial filament, multiple-nes, not retail",2022,176.00000000000003,-0.975363941769317,-6968,7144,9836,42632,-97.5363941769317,-6968,-98.21065473769825,-9660,-99.58716457121412,-42456
11,"Textiles",1154,"Man-made filaments",115404,"Synthetic Monofilament",11540410,"Synthetic monofilament, >67 dtex, thickness < 1mm",2022,48130,-0.27817271063919136,-18548,66678,92458,99371,-27.817271063919137,-18548,-47.94393129853555,-44328,-51.56534602650673,-51241
11,"Textiles",1154,"Man-made filaments",115406,"Retail Artificial Filament Yarn",11540610,"Yarn of synthetic filament not sewing thread, retail",2022,66595,1.7197173895287103,42109,24485.999999999996,2,8039.999999999999,171.97173895287105,42109,3329650,66593,728.2960199004976,58555
11,"Textiles",1154,"Man-made filaments",115407,"Synthetic Filament Yarn Woven Fabric",11540710,"Woven hi-ten filament, nylon, polyamide or polyester",2022,3621989,-0.12773894895836493,-530425,4152414,4975782,8438718,-12.773894895836493,-530425,-27.207642939340992,-1353793,-57.07891885947605,-4816729
11,"Textiles",1154,"Man-made filaments",115407,"Synthetic Filament Yarn Woven Fabric",11540720,"Woven fabric of strip etc, synthetic textile material",2022,509680,25.08126087401494,490138,19542,45685.00000000001,143571,2508.1260874014943,490138,1015.6397066870962,463995,255.00205473250168,366109
